"","Species_name","Alt_name.notes","Family","Order","Genome","Annotated..NCBI.","Diel_Pattern","AltDiel_Pattern","Method.1","Confidence.1","Comments.1","Source.1","Method.2","Confidence.2","Comments.2","Source.2","Method.3","Confidence.3","Comments.3","Source.3","Method.4","Confidence.4","Comments.4","Source.4","X","X.1"
"232","Hemaris thysbe","","Sphingidae","Lepidoptera","","","Diurnal","","Review article","1","","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 71","",NA,"","","",NA,NA,"","",NA,"","","",""
"233","Hemaris","","Sphingidae","Lepidoptera","","","Diurnal","","Review article","1","They made a claim that this group are day-flyers","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 138","",NA,"","","",NA,NA,"","",NA,"","","",""
"234","Chrysocale principalis","","Erebidae","Lepidoptera","","","Diurnal","","Review article","1","","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 73","",NA,"","","",NA,NA,"","",NA,"","","",""
"235","Mapeta xanthomelas","","Pyralidae","Lepidoptera","","","Diurnal","","Review article","1","","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 90","",NA,"","","",NA,NA,"","",NA,"","","",""
"236","Correbidia","","Erebidae","Lepidoptera","","","Diurnal","","Review article","1","generlization made for the group","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 92","",NA,"","","",NA,NA,"","",NA,"","","",""
"237","Lycomorpha","","Erebidae","Lepidoptera","","","Diurnal","","Review article","1","generlization made for the group","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 92","",NA,"","","",NA,NA,"","",NA,"","","",""
"238","Urania fulgnes","","Uraniidae","Lepidoptera","","","Diurnal","","Review article","1","They made a note that day-flying is used equivalently with Diurnal","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 110","",NA,"","","",NA,NA,"","",NA,"","","",""
"239","Uraniidae","","Uraniidae","Lepidoptera","","","Diurnal","","Review article","1","Claims that this group is Diurnal","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 63","",NA,"","","",NA,NA,"","",NA,"","","",""
"240","Synemon plana","","Castniidae","Lepidoptera","","","Diurnal","","Review article","1","They made a note that day-flying is used equivalently with Diurnal","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 128","",NA,"","","",NA,NA,"","",NA,"","","",""
"241","Macroglossum stellatarum","","Sphingidae","Lepidoptera","","","Diurnal","","Review article","1","","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 139","",NA,"","","",NA,NA,"","",NA,"","","",""
"242","Macroglossum","","Sphingidae","Lepidoptera","","","Diurnal","","Review article","1","this group is a generally day-active and mimics day foraging bees to suck on nectar","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 139","",NA,"","","",NA,NA,"","",NA,"","","",""
"243","Macroglossum trochilus","","Sphingidae","Lepidoptera","","","Diurnal","","Review article","1","","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 139","",NA,"","","",NA,NA,"","",NA,"","","",""
"244","Heliolonche pictipennis","","Noctuidae","Lepidoptera","","","Diurnal","","Review article","1","","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 184","",NA,"","","",NA,NA,"","",NA,"","","",""
"245","Paysandisia archon","","Castniidae","Lepidoptera","","","Diurnal","","Review article","1","","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 55","",NA,"","","",NA,NA,"","",NA,"","","",""
"246","Manduca quinquemaculata","","Sphingidae","Lepidoptera","","","Nocturnal","","Review article","1","","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 159","",NA,"","","",NA,NA,"","",NA,"","","",""
"247","Upiga virescens","","Crambidae","Lepidoptera","","","Nocturnal","","Review article","1","","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 162","",NA,"","","",NA,NA,"","",NA,"","","",""
"248","Peridroma saucia","","Noctuidae","Lepidoptera","","","Nocturnal","","Review article","1","","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 178","",NA,"","","",NA,NA,"","",NA,"","","",""
"249","Polia rogenhoferi","","Noctuidae","Lepidoptera","","","Nocturnal","","Review article","1","","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 178","",NA,"","","",NA,NA,"","",NA,"","","",""
"250","Anarta farnhami","","Noctuidae","Lepidoptera","","","Nocturnal","","Review article","1","","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 178","",NA,"","","",NA,NA,"","",NA,"","","",""
"251","Syngrapha ignea","","Noctuidae","Lepidoptera","","","Nocturnal","","Review article","1","","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 178","",NA,"","","",NA,NA,"","",NA,"","","",""
"252","Cosmosoma myrodora","","Erebidae","Lepidoptera","","","Diurnal","","Review article","1","","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 41","",NA,"","","",NA,NA,"","",NA,"","","",""
"253","Mesothen temperata","","Erebidae","Lepidoptera","","","Diurnal","","Review article","1","","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 70","",NA,"","","",NA,NA,"","",NA,"","","",""
"254","Syntomeida epilais","","Erebidae","Lepidoptera","","","Diurnal","","Review article","1","","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 81","",NA,"","","",NA,NA,"","",NA,"","","",""
"255","Heterusia cruciata","","Geometridae","Lepidoptera","","","Diurnal","","Review article","1","","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 82","",NA,"","","",NA,NA,"","",NA,"","","",""
"256","Castnia therapon","","Castniidae","Lepidoptera","","","Diurnal","","Review article","1","","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 91","",NA,"","","",NA,NA,"","",NA,"","","",""
"257","Hypocrita reedi","","Erebidae","Lepidoptera","","","Diurnal","","Review article","1","","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 100","",NA,"","","",NA,NA,"","",NA,"","","",""
"258","Zygaena exulans","","Zygaenidae","Lepidoptera","","","Diurnal","","Review article","1","","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 136","",NA,"","","",NA,NA,"","",NA,"","","",""
"259","Zygaena filipendulae","","Zygaenidae","Lepidoptera","","","Diurnal","","Review article","1","","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 152","",NA,"","","",NA,NA,"","",NA,"","","",""
"260","Hemileuca eglanterina","","Saturniidae","Lepidoptera","","","Diurnal","","Review article","1","","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 172","",NA,"","","",NA,NA,"","",NA,"","","",""
"261","Milionia basalis","","Geometridae","Lepidoptera","","","Diurnal","","Review article","1","","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 227","",NA,"","","",NA,NA,"","",NA,"","","",""
"262","Bupalus piniaria","","Geometridae","Lepidoptera","","","Diurnal","Nocturnal","Review article","1","this one claims diurnal","The Lives of Moths: A Natural History of Our Planet's Moth Life, page 256","",NA,"","","",NA,NA,"","Review article",1,"this one claims nocturnal","Bupalus piniari","",""
"263","Thermonectus marmoratus","","Dytiscidae","Coleoptera","","","Nocturnal","","Review article","1","","The Lives of Beetles: a Natural History of Coleoptera, page 62","",NA,"","","",NA,NA,"","",NA,"","","",""
"264","Asbolus verrucosus","","Tenebrionidae","Coleoptera","","","Nocturnal","","Review article","1","","The Lives of Beetles: a Natural History of Coleoptera, page 72","",NA,"","","",NA,NA,"","",NA,"","","",""
"265","Thinopinus pictus","","Staphylinidae","Coleoptera","","","Nocturnal","","Review article","1","","The Lives of Beetles: a Natural History of Coleoptera, page 100","",NA,"","","",NA,NA,"","",NA,"","","",""
"266","Kheper nigroaeneus","","Scarabaeidae","Coleoptera","","","Diurnal","","Review article","1","","The Lives of Beetles: a Natural History of Coleoptera, page 135","",NA,"","","",NA,NA,"","",NA,"","","",""
"267","Pyrophorus noctilucus","","Elateridae","Coleoptera","","","Nocturnal","","Review article","1","","The Lives of Beetles: a Natural History of Coleoptera, page 154","",NA,"","","",NA,NA,"","",NA,"","","",""
"268","Manticora latipennis","","Carabidae","Coleoptera","","","Diurnal","","Review article","1","","The Lives of Beetles: a Natural History of Coleoptera, page 186","",NA,"","","",NA,NA,"","",NA,"","","",""
"269","Circellium bacchus","","Scarabaeidae","Coleoptera","","","Diurnal","","Review article","1","","The Lives of Beetles: a Natural History of Coleoptera, page 192","",NA,"","","",NA,NA,"","",NA,"","","",""
"270","Chrysina gloriosa","","Scarabaeidae","Coleoptera","","","Nocturnal","","Review article","1","","The Lives of Beetles: a Natural History of Coleoptera, page 220","",NA,"","","",NA,NA,"","",NA,"","","",""
"271","Phloeodes diabolicus","","Zopheridae","Coleoptera","","","Nocturnal","","Review article","1","","The Lives of Beetles: a Natural History of Coleoptera, page 226","",NA,"","","",NA,NA,"","",NA,"","","",""
"272","Bolitotherus cornutus","","Tenebrionidae","Coleoptera","","","Nocturnal","","Review article","1","","The Lives of Beetles: a Natural History of Coleoptera, page 200","",NA,"","","",NA,NA,"","",NA,"","","",""
"273","Epomis circumscriptus","","Carabidae","Coleoptera","","","Nocturnal","","Review article","1","","The Lives of Beetles: a Natural History of Coleoptera, page 188","",NA,"","","",NA,NA,"","",NA,"","","",""
"274","Brachycerus ornatus","","Brachyceridae","Coleoptera","","","Nocturnal","","Review article","1","","The Lives of Beetles: a Natural History of Coleoptera, page 232","",NA,"","","",NA,NA,"","",NA,"","","",""
"275","Polposipus herculeanus","","Tenebrionidae","Coleoptera","","","Nocturnal","","Review article","1","","The Lives of Beetles: a Natural History of Coleoptera, page 264","",NA,"","","",NA,NA,"","",NA,"","","",""
"276","Colophon primosi","","Lucanidae","Coleoptera","","","Diurnal","","Review article","1","","The Lives of Beetles: a Natural History of Coleoptera, page 256","",NA,"","","",NA,NA,"","",NA,"","","",""
"277","Nicrophorus americanus","","Staphylinidae","Coleoptera","","","Nocturnal","","Review article","1","","The Lives of Beetles: a Natural History of Coleoptera, page 254","",NA,"","","",NA,NA,"","",NA,"","","",""
"278","Dynastes grantii","","Scarabaeidae","Coleoptera","","","Nocturnal","","Review article","1","","The Lives of Beetles: a Natural History of Coleoptera, page 260","",NA,"","","",NA,NA,"","",NA,"","","",""
"279","Hemileuca hera","","Saturniidae","Lepidoptera","","","Diurnal","","Review article","1","","The Lives of Butterflies: A Natural History of Our Planet's Butterfly Life, page 28","",NA,"","","",NA,NA,"","",NA,"","","",""
"280","Hedylidae","","","Lepidoptera","","","Nocturnal","","Review article","1","","The Lives of Butterflies: A Natural History of Our Planet's Butterfly Life, page 27","",NA,"","","",NA,NA,"","",NA,"","","",""
"281","Liphyra brassolis","","Lycaenidae","Lepidoptera","","","Crepuscular","Nocturnal","Review article","1","","The Lives of Butterflies: A Natural History of Our Planet's Butterfly Life, page 94","",NA,"","","",NA,NA,"","",NA,"","","",""
"282","Eucera pruinosa","","Apidae","Hymenoptera","","","Diurnal","","Review article","1","","The Lives of Bees: A Natural History of Our Planet's Bee Life, page 42","",NA,"","","",NA,NA,"","",NA,"","","",""
"283","Bombus impatiens","","Apidae","Hymenoptera","Yes","Yes","Diurnal","Crepuscular","Review article","1","I extrapolated diurnality from the statement that they begin activity in the early morning, take it as you will.","The Lives of Bees: A Natural History of Our Planet's Bee Life, page 44","",NA,"","","",NA,NA,"","",NA,"","","",""
"284","Megalopta genalis","","Halictidae","Hymenoptera","","","Nocturnal","","Review article","1","Literally called ""Nocturnal sweat bees""","The Lives of Bees: A Natural History of Our Planet's Bee Life, page 78","",NA,"","","",NA,NA,"","",NA,"","","",""
"285","Calliopsis persimilis","","Andrenidae","Hymenoptera","","","Diurnal","","Review article","1","","The Lives of Bees: A Natural History of Our Planet's Bee Life, page 109","",NA,"","","",NA,NA,"","",NA,"","","",""
"286","Anthidiellum notatum","","Megachilidae","Hymenoptera","","","Diurnal","","Review article","1","","The Lives of Bees: A Natural History of Our Planet's Bee Life, page 156","",NA,"","","",NA,NA,"","",NA,"","","",""
"287","Deinopis spinosa","","Deinopidae","Araneae","","","Nocturnal","","Review article","1","","The Lives of Spiders: A Natural History of the World's Spiders, page 62","",NA,"","","",NA,NA,"","",NA,"","","",""
"288","Cupiennius salei","","Trechaleidae","Araneae","","","Nocturnal","","Review article","1","","The Lives of Spiders: A Natural History of the World's Spiders, page 56","",NA,"","","",NA,NA,"","",NA,"","","",""
"289","Atrax robustus","","Atracidae","Araneae","","","Nocturnal","","Review article","1","","The Lives of Spiders: A Natural History of the World's Spiders, page 122","",NA,"","","",NA,NA,"","",NA,"","","",""
"290","Argiope appensa","","Araneidae","Araneae","","","Diurnal","","Review article","1","","The Lives of Spiders: A Natural History of the World's Spiders, page 192","",NA,"","","",NA,NA,"","",NA,"","","",""
"291","Leucorchestris arenicola","","Sparassidae","Araneae","","","Nocturnal","","Review article","1","","The Lives of Spiders: A Natural History of the World's Spiders, page 217","",NA,"","","",NA,NA,"","",NA,"","","",""
"292","Lycosa tarantula","","Lycosidae","Araneae","","","Nocturnal","","Review article","1","","The Lives of Spiders: A Natural History of the World's Spiders, page 226","",NA,"","","",NA,NA,"","",NA,"","","",""
"293","Evarcha arcuata","","Salticidae","Araneae","","","Diurnal","","Review article","1","","The Lives of Spiders: A Natural History of the World's Spiders, page 234","",NA,"","","",NA,NA,"","",NA,"","","",""
"294","Sthenopis purpurascens","","Hepialidae","Lepidoptera","","","Crepuscular","","Review article","1","","Field guide to diseases and insects of quaking aspen in the west","",NA,"","","",NA,NA,"","",NA,"","","",""
"295","Sesia tibiale","","Sesiidae","Lepidoptera","","","Diurnal","","Review article","1","","Field guide to diseases and insects of quaking aspen in the west","",NA,"","","",NA,NA,"","",NA,"","","",""
"296","Acossus centerensis","","Cossidae","Lepidoptera","","","Nocturnal","","Review article","1","","Field guide to diseases and insects of quaking aspen in the west","",NA,"","","",NA,NA,"","",NA,"","","",""
"297","Wiseana copularis","","Hepialidae","Lepidoptera","","","Crepuscular","","Review article","1","","https://doi.org/10.1080/03014223.2001.9518268","",NA,"","","",NA,NA,"","",NA,"","","",""
"298","Hepialus hecta","","Hepialidae","Lepidoptera","","","Crepuscular","","Review article","1","","https://doi.org/10.1111/bij.12145","",NA,"","","",NA,NA,"","",NA,"","","",""
"299","Proserpinus flavofasciata","","Sphingidae","Lepidoptera","","","Diurnal","","Review article","1","","Survey of the Lepidoptera Fauna in Birch Mountains Wildland Provincial Park","",NA,"","","",NA,NA,"","",NA,"","","",""
"300","Eubaphe mendica","","Geometridae","Lepidoptera","","","Nocturnal","","Review article","1","","Lepidoptera Survey of the Peace River Parkland Subregion in Northwestern Alberta","",NA,"","","",NA,NA,"","",NA,"","","",""
"301","Grammia celia","","Erebidae","Lepidoptera","","","Nocturnal","","Review article","1","","Lepidoptera Survey of the Peace River Parkland Subregion in Northwestern Alberta","",NA,"","","",NA,NA,"","",NA,"","","",""
"302","Catocala blandula","","Erebidae","Lepidoptera","","","Nocturnal","","Review article","1","","Lepidoptera Survey of the Peace River Parkland Subregion in Northwestern Alberta","",NA,"","","",NA,NA,"","",NA,"","","",""
"303","Ponometia tortricina","","Noctuidae","Lepidoptera","","","Nocturnal","","Review article","1","referred differently, search tortricina to find","Lepidoptera Survey of the Peace River Parkland Subregion in Northwestern Alberta","",NA,"","","",NA,NA,"","",NA,"","","",""
"304","Acronicta lepusculina","","Noctuidae","Lepidoptera","","","Nocturnal","","Review article","1","","Lepidoptera Survey of the Peace River Parkland Subregion in Northwestern Alberta","",NA,"","","",NA,NA,"","",NA,"","","",""
"305","Acronicta quadrata","","Noctuidae","Lepidoptera","","","Nocturnal","","Review article","1","","Lepidoptera Survey of the Peace River Parkland Subregion in Northwestern Alberta","",NA,"","","",NA,NA,"","",NA,"","","",""
"306","Apamea longula","","Noctuidae","Lepidoptera","","","Nocturnal","","Review article","1","","Lepidoptera Survey of the Peace River Parkland Subregion in Northwestern Alberta","",NA,"","","",NA,NA,"","",NA,"","","",""
